"","Nível Territorial (Código)","Nível Territorial","Município (Código)","Município","Trimestre (Código)","Trimestre","Variável (Código)","Variável","Cor ou raça (Código)","Cor ou raça","Unidade de Medida (Código)","Unidade de Medida","Valor"
"553","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.9
"554","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",37.6
"555","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",35.9
"556","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",37
"557","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.3
"558","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.2
"559","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.6
"560","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2.2
"561","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",2.1
"562","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.6
"563","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",39.3
"564","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",39.1
"565","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",39.9
"566","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1
"567","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.4
"568","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.6
"569","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.9
"570","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38.3
"571","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",37.5
"572","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",37.5
"573","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.8
"574","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.2
"575","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",3.2
"576","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2.3
"577","6","Município","2927408","Salvador (BA)","201602","2º trimestre 2016","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",2.1
"578","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.3
"579","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",38
"580","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",39.2
"581","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",39.6
"582","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.2
"583","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.6
"584","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.8
"585","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",2.3
"586","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38.3
"587","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",37.7
"588","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",38.4
"589","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.3
"590","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.2
"591","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.8
"592","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.7
"593","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",2.4
"594","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.8
"595","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",38.9
"596","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",39.6
"597","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",40.1
"598","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.1
"599","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.5
"600","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.8
"601","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",2.2
"602","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38.8
"603","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",38.6
"604","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",38.9
"605","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.8
"606","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.2
"607","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.7
"608","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.8
"609","6","Município","2927408","Salvador (BA)","201603","3º trimestre 2016","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",2.3
"610","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.4
"611","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",39.7
"612","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",38.5
"613","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",39.9
"614","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",0.9
"615","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.1
"616","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.2
"617","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.4
"618","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",37.8
"619","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",38.5
"620","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",37
"621","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.2
"622","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.1
"623","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.5
"624","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.6
"625","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.7
"626","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.9
"627","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",40.9
"628","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",39.1
"629","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",40.3
"630","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",0.9
"631","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.2
"632","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.3
"633","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.4
"634","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38.4
"635","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",39.7
"636","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",37.6
"637","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.6
"638","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.1
"639","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.4
"640","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.6
"641","6","Município","2927408","Salvador (BA)","201604","4º trimestre 2016","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.7
"642","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38.2
"643","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",38.7
"644","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",38.2
"645","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38
"646","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.2
"647","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.6
"648","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.6
"649","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.6
"650","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",34.8
"651","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",35.7
"652","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",34.7
"653","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",34.7
"654","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.7
"655","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",3.7
"656","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2.2
"657","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",2.3
"658","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39
"659","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",40
"660","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",39.1
"661","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.8
"662","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.1
"663","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.5
"664","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.7
"665","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.6
"666","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",35.6
"667","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",36.6
"668","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",35.5
"669","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",35.5
"670","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.6
"671","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",3.5
"672","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2.2
"673","6","Município","2927408","Salvador (BA)","201701","1º trimestre 2017","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",2.2
"674","6","Município","2927408","Salvador (BA)","201702","2º trimestre 2017","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",37.4
"675","6","Município","2927408","Salvador (BA)","201702","2º trimestre 2017","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",39.6
"676","6","Município","2927408","Salvador (BA)","201702","2º trimestre 2017","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",36.5
"677","6","Município","2927408","Salvador (BA)","201702","2º trimestre 2017","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",37.5
"678","6","Município","2927408","Salvador (BA)","201702","2º trimestre 2017","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",0.9
"679","6","Município","2927408","Salvador (BA)","201702","2º trimestre 2017","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.1
"680","6","Município","2927408","Salvador (BA)","201702","2º trimestre 2017","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2
"681","6","Município","2927408","Salvador (BA)","201702","2º trimestre 2017","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.4
"682","6","Município","2927408","Salvador (BA)","201702","2º trimestre 2017","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",35.5
"683","6","Município","2927408","Salvador (BA)","201702","2º trimestre 2017","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",38.4
"684","6","Município","2927408","Salvador (BA)","201702","2º trimestre 2017","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",34.6
